"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","CZE","Czechia","2018","2018",21368.33,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","CZE","Czechia","2019","2019",23038.95,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","CZE","Czechia","2020","2020",26853.39,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","CZE","Czechia","2021","2021",32301.35,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","DNK","Denmark","2010","2010",182268.37,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","DNK","Denmark","2011","2011",190314.73,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","DNK","Denmark","2012","2012",179706.05,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","DNK","Denmark","2013","2013",186626.92,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","DNK","Denmark","2014","2014",188071.48,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","DNK","Denmark","2015","2015",159022.71,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","DNK","Denmark","2016","2016",161341.58,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","DNK","Denmark","2017","2017",167581.09,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","DNK","Denmark","2018","2018",176731.96,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","DNK","Denmark","2019","2019",170061.48,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","DNK","Denmark","2020","2020",170609.3,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","DNK","Denmark","2021","2021",187235.06,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","DNK","Denmark","2010","2010",75334.7,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","DNK","Denmark","2011","2011",79588.55,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","DNK","Denmark","2012","2012",75256.07,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","DNK","Denmark","2013","2013",78092.88,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","DNK","Denmark","2014","2014",78392.98,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","DNK","Denmark","2015","2015",66281.83,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","DNK","Denmark","2016","2016",67296.49,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","DNK","Denmark","2017","2017",69949.34,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","DNK","Denmark","2018","2018",74012.38,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","DNK","Denmark","2019","2019",71581.8,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","DNK","Denmark","2020","2020",75872.74,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","DNK","Denmark","2021","2021",80778.89,"D","Difference in methodology"
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2010","2010",97974.44,"B","Break"
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2011","2011",107577.25,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2012","2012",100408.82,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2013","2013",106520.4,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2014","2014",104724.42,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2015","2015",89361.32,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2016","2016",88084.07,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2017","2017",90984.47,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2018","2018",98201.05,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2019","2019",94342.62,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2020","2020",98331.71,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2021","2021",104866.5,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2010","2010",127181.3,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2011","2011",139377.85,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2012","2012",132275.44,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2013","2013",139338.2,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2014","2014",139560.37,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2015","2015",118838.87,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2016","2016",120095.73,"B","Break"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2017","2017",121337.86,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2018","2018",131078.81,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2019","2019",126066.3,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2020","2020",133894,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2021","2021",143847.27,"E","Estimated value"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2010","2010",47740.38,"B","Break"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2011","2011",51297.72,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2012","2012",48441.68,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2013","2013",50824.43,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2014","2014",51123.38,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2015","2015",42377.86,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2016","2016",42298.11,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2017","2017",42724.52,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2018","2018",45312.03,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2019","2019",44288.66,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2020","2020",46032.81,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","FIN","Finland","2021","2021",49116.85,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","FRA","France","2010","2010",99327.7,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","FRA","France","2011","2011",104439.4,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","FRA","France","2012","2012",100463.33,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","FRA","France","2013","2013",105407.73,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","FRA","France","2014","2014",106354.81,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","FRA","France","2015","2015",89007.03,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","FRA","France","2016","2016",89907.89,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","FRA","France","2017","2017",92939.54,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","FRA","France","2018","2018",99095.44,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","FRA","France","2019","2019",93942.97,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","FRA","France","2020","2020",98822.85,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","FRA","France","2010","2010",43396.39,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","FRA","France","2011","2011",46786.28,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","FRA","France","2012","2012",43575.26,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","FRA","France","2013","2013",45160.54,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","FRA","France","2014","2014",45429.98,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","FRA","France","2015","2015",38087.47,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","FRA","France","2016","2016",38233.3,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","FRA","France","2017","2017",39438.67,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","FRA","France","2018","2018",41713.21,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","FRA","France","2019","2019",39782.78,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","FRA","France","2020","2020",42841.51,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","DEU","Germany","2010","2010",163726.01,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","DEU","Germany","2011","2011",174690.36,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","DEU","Germany","2012","2012",163682.1,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","DEU","Germany","2013","2013",172389.75,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","DEU","Germany","2014","2014",174565.05,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","DEU","Germany","2015","2015",147676.24,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","DEU","Germany","2016","2016",151092.35,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","DEU","Germany","2017","2017",156008.88,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","DEU","Germany","2018","2018",164624.99,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","DEU","Germany","2019","2019",160644.64,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","DEU","Germany","2020","2020",166303.83,"E; D","Estimated value; Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","DEU","Germany","2021","2021",175518.69,"E; D","Estimated value; Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","DEU","Germany","2010","2010",51433.83,"D","Difference in methodology"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","DEU","Germany","2014","2014",55601.76,"B","Break"
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","DEU","Germany","2018","2018",55302.9,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","GRC","Greece","2010","2010",70917.87,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","GRC","Greece","2011","2011",72949.91,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","GRC","Greece","2012","2012",62914.75,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","GRC","Greece","2013","2013",57313.51,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","GRC","Greece","2014","2014",57330.03,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","GRC","Greece","2015","2015",46443.8,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","GRC","Greece","2019","2019",43668.38,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","GRC","Greece","2020","2020",44609.54,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","GRC","Greece","2021","2021",48679.23,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","GRC","Greece","2010","2010",35161.92,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","GRC","Greece","2011","2011",35366.79,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","GRC","Greece","2012","2012",33959.54,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","GRC","Greece","2013","2013",30456.41,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","GRC","Greece","2014","2014",30465.19,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","GRC","Greece","2015","2015",22916.32,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","GRC","Greece","2019","2019",22708.55,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","GRC","Greece","2020","2020",25539.52,,
"RVNURINF","Remuneration of hospital nurses","YSALXRMT","Salaried, income, US$ exchange rate","GRC","Greece","2021","2021",26852.94,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","HUN","Hungary","2010","2010",18359.27,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","HUN","Hungary","2011","2011",19030.14,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","HUN","Hungary","2012","2012",17107.33,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","HUN","Hungary","2013","2013",20061.32,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","HUN","Hungary","2014","2014",21799.4,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","HUN","Hungary","2015","2015",20263.72,,
"RVNURMEG","Remuneration of general practitioners","YSALXRMT","Salaried, income, US$ exchange rate","HUN","Hungary","2016","2016",22352.21,,
